-1.0,r3kb1r/pp1qpppp/2np1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 w kq - 1 7
-1.0,r3kb1r/pp1qpppp/2np1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQR1K1 b kq - 2 7
-1.0,r3k2r/pp1q1pbp/4p1p1/n2pP1N1/3P4/B1P5/P4PPP/R2QR1K1 w kq - 2 15
-1.0,5b2/pkr2p2/1p2p1rp/3pP3/q2P1B2/2P4R/P2Q1PP1/4R1K1 b - - 3 29
-1.0,4q3/1kr2p1R/1p2p1r1/p2pP3/3P4/2PQ1RP1/P5K1/8 w - - 7 44
-1.0,8/1k6/1p2p3/p2p2KP/5Q2/8/P3q3/8 b - - 2 58
-1.0,8/1k6/1p2pK2/p2p3P/5Q2/8/P5q1/8 b - - 4 59
0.0,rnb1k2r/pp2ppbp/1q3np1/2pp4/3P1B2/2PBPN2/PP3PPP/RN1QK2R w KQkq - 1 7
0.0,rnb1k2r/pp2ppbp/1q3np1/2pp4/3P1B2/2PBPN2/PP3PPP/RNQ1K2R b KQkq - 2 7
0.0,rn3rk1/pp2pp1p/1q6/3p1p2/3PnB2/5N2/PPQ2PPP/RN1R2K1 b - - 0 13
-1.0,r1bqk2r/pp1nbppp/2pp1n2/4p3/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 2 7
-1.0,r1bqk2r/pp1nbppp/2pp1n2/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq - 3 7
-1.0,r1b1r2k/ppq1bp2/2pp1nnp/4p1p1/2PPP3/2N1B1PP/PPQ2PBN/3RR1K1 w - - 4 15
-1.0,r1q1n2k/p4pr1/1pp1b3/2p3N1/4PQ2/6PP/PP4B1/3RR2K b - - 2 29
-1.0,4q2k/p3P1n1/1pp2R2/2p1Q2r/8/P5pP/6B1/6K1 w - - 0 44
-1.0,4qR2/p3P1nk/1pp5/2p1Q2r/4B3/P5pP/8/6K1 b - - 3 45
-1.0,rnbqkb1r/4pp1p/P2p1np1/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 7
-1.0,rnbqkb1r/4pp1p/P2p1np1/2pP4/8/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 7
-1.0,1r4k1/r1qnppbp/b2p1np1/2pP4/P7/1PN2NP1/3BPPBP/1R1Q1RK1 w - - 1 15
-1.0,1q2n1k1/3nppb1/br1p2p1/2pP3p/P3PP2/1PN3PP/N1Q3BK/1R2B3 b - - 2 29
-1.0,nr4k1/3qpp2/bP1p1np1/P1pP4/2NbPP2/R1N3BP/2Q4K/5B2 w - - 3 44
-1.0,n7/3qp1k1/1P1p1pP1/P2P3r/6Q1/4N1RP/7K/8 b - - 4 54
0.0,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 7
0.0,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N1PN2/1P3PPP/R1BQKB1R b KQkq - 0 7
0.0,1q1r1rk1/pb1n1pbp/1pp1p1p1/3n4/1P1PN3/P2BPN2/3B1PPP/2RQ1RK1 w - - 1 15
0.0,b2r1rk1/p1R2pb1/1n3qp1/1B5p/pB1PpN2/4P3/3Q1PPP/5RK1 b - - 1 29
0.0,b1r3k1/R2B1pb1/1r4p1/5q1p/p2PpN2/4P3/4QPPP/5RK1 b - - 1 36
1.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R w KQkq - 3 7
1.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP2P1/2N1PN2/PPQ2P1P/R1B1KB1R b KQkq - 0 7
1.0,r1bqk2r/pp3pp1/2p1pn2/5n1p/2PPN3/3B1N1P/PP1Q1P2/R3K1R1 w Qkq - 3 15
1.0,3rb1k1/pp1r4/2p2Q2/5N1p/2PP4/7P/PP1K1P2/8 b - - 2 29
1.0,3rb1k1/ppr5/2p5/5NQp/2PP4/4K2P/PP3P2/8 b - - 8 32
0.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R w KQkq - 3 7
0.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP2P1/2N1PN2/PPQ2P1P/R1B1KB1R b KQkq - 0 7
0.0,r1b2rk1/p2nqppp/2p1p3/1p4P1/2BP4/2Q1PN2/PP3P1P/R3K1R1 w Q - 0 15
0.0,r1r3k1/pb3p1p/4p1p1/2q1P1P1/5P1P/2pBP3/P3QK2/2R3R1 b - - 4 29
0.0,6k1/p4p2/4p1p1/4P1P1/4PP2/2p2K2/PrR1Q1R1/1r5q w - - 5 44
0.0,6k1/p4p2/4p1p1/4P1P1/4PP2/2p3K1/PrQ3R1/7q w - - 1 46
-1.0,r1bqk2r/pp2bppp/2n1pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQkq - 3 7
-1.0,r1bqk2r/pp2bppp/2n1pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 b kq - 4 7
-1.0,r1bn1rk1/p1q1b1p1/1p2pn1p/2pp4/7P/2PP1NPB/PP1NQP2/R1B1R1K1 w - - 2 15
-1.0,r1b3k1/p5p1/1p2p1P1/2ppR3/8/2Pr3B/PP3PK1/4R3 b - - 0 29
-1.0,3r2k1/4R1P1/1p6/5p2/pP1p4/3K4/P4P2/8 w - - 1 44
-1.0,8/6k1/1pK5/1P6/4R3/6r1/8/8 b - - 1 58
-1.0,K1k5/3r4/1P6/8/2R5/8/8/8 b - - 10 72
-1.0,r1bqkb1r/pp2pppp/2p2n2/8/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 0 7
-1.0,r1bqkb1r/pp2pppp/2p2n2/8/2BP4/5N2/PPP2PPP/R1BQK2R b KQkq - 1 7
-1.0,r2r2k1/pp2bppp/1q2pn2/2p5/3P4/2P2N1P/PP2QPP1/R1B1R1K1 w - - 3 15
-1.0,2r3k1/5p2/4p1pp/5q2/1p6/1P1Q3P/P4PP1/3R2K1 b - - 1 29
-1.0,8/5pk1/6pp/4p3/1p2q2P/1P4P1/P2Q1P2/5K2 w - - 0 44
-1.0,8/5pk1/6p1/4p2p/7P/QP1q2P1/5PK1/8 b - - 10 51
-1.0,rn2kb1r/pp3ppp/2pp1n2/q3p3/3PPPb1/2NB1N2/PPP3PP/R1BQK2R w KQkq - 2 7
-1.0,rn2kb1r/pp3ppp/2pp1n2/q3P3/4PPb1/2NB1N2/PPP3PP/R1BQK2R b KQkq - 0 7
-1.0,r3k2r/pp1nbp2/2p4p/q3n1p1/4P3/2N1BP2/PPPQB2P/R4R1K w kq - 0 15
-1.0,8/p1k1qp2/2p3rp/2n1nR2/4P3/P1N4Q/2PrB2P/1R5K b - - 7 29
-1.0,8/p1k1q3/2p2prp/2n1nR2/4P3/P1N1Q3/2r4P/1R1B3K b - - 1 31
-1.0,r1bqkb1r/pp2pp1p/2np1np1/8/3NPP2/2N5/PPP3PP/R1BQKB1R w KQkq - 1 7
-1.0,r1bqkb1r/pp2pp1p/2Np1np1/8/4PP2/2N5/PPP3PP/R1BQKB1R b KQkq - 0 7
-1.0,1r3rk1/p2nppbp/Bq4p1/4p3/5P2/2N2Q2/PPP3PP/R1B2RK1 w - - 1 15
-1.0,8/prr1k2p/2nR2p1/5p2/2P1p1P1/1PN5/P6P/3R2K1 b - - 0 29
-1.0,8/p5rp/8/8/2rk2n1/1P1Np2R/P3K2P/8 w - - 2 44
-1.0,8/p7/3n4/4r3/5NRP/3k1K2/P7/8 b - - 6 58
-1.0,8/p7/7n/4r1RP/8/5N2/P2k1K2/8 b - - 10 64
1.0,rnbq1rk1/pp2bppp/4pn2/2pp2B1/3P4/2P1PN2/PP1N1PPP/R2QKB1R w KQ - 1 7
1.0,rnbq1rk1/pp2bppp/4pn2/2pp2B1/3P4/2PBPN2/PP1N1PPP/R2QK2R b KQ - 2 7
1.0,r1b2rk1/p5pp/1pnqp3/3p1p2/3P4/2PB4/PP1N1PPP/R2Q1RK1 w - - 0 15
1.0,2bq2rk/p5pp/1p3r1n/3p1p2/3P1Q1P/2PBRN2/PP4R1/6K1 b - - 0 29
1.0,8/6k1/1p4p1/3p1q2/3P3P/P1P1RN2/1P3K2/8 w - - 1 44
1.0,8/7k/1p6/3pNK2/3P3P/2P2R2/5q2/8 b - - 6 54
1.0,r1bqk2r/pp1nbppp/4pn2/2pp2B1/3P4/2P1PN2/PP1N1PPP/R2QKB1R w KQkq - 1 7
1.0,r1bqk2r/pp1nbppp/4pn2/2pp2B1/3P4/2PBPN2/PP1N1PPP/R2QK2R b KQkq - 2 7
1.0,r3kn1r/1p1bbp2/pq2p1pp/2ppP3/5BQP/2PBP3/PP1N1PP1/1R2K2R w Kkq - 2 15
1.0,1k1r4/1p2bp2/p1q1p2p/2p1P1pP/P5Q1/1P2PP2/6P1/2R1B1K1 b - - 0 29
1.0,2Rb4/kp3p2/p6p/4P1pP/P3r3/4P3/4K1P1/8 w - - 0 44
1.0,8/1p5r/k7/p7/2K5/6R1/6P1/8 b - - 0 58
1.0,R7/1p4P1/8/8/8/1k6/p5r1/2K5 w - - 1 69
1.0,rn1qkb1r/pb3ppp/1p1ppn2/2p5/2PP4/P1N1PN2/1P3PPP/R1BQKB1R w KQkq - 2 7
1.0,rn1qkb1r/pb3ppp/1p1ppn2/2p5/2PP4/P1N1PN2/1P2BPPP/R1BQK2R b KQkq - 3 7
1.0,r2q1rk1/3nb1pp/pp1pp3/2p2p2/2PP4/PP1bPN2/1BQ2PPP/3R1RK1 w - - 0 15
1.0,3R1bk1/6pp/rp6/p7/2P5/1P1R4/5PPP/6K1 b - - 9 29
-1.0,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQ - 0 7
-1.0,rnbq1rk1/ppp2pbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQK2R b KQ - 0 7
-1.0,r1b1nrk1/1pq3b1/2pp2pp/p1nPpp2/2P1P2B/PPN5/3NBPPP/2RQ1RK1 w - - 0 15
-1.0,r2bn1k1/1pnb3q/3p3r/pNpPp1pp/2P1PpP1/PPNB1P1P/3K2R1/3QB1R1 b - - 6 29
-1.0,r2bn1k1/1qrb4/1p1p4/1P1Pp1p1/NB2PpPp/R2B1P1P/R2K4/Q7 w - - 5 44
-1.0,8/q2b1k2/1p3Q2/r2PB1p1/4PpPp/2NBbP1P/4K3/8 b - - 1 58
-1.0,4k1Q1/q2b4/1p6/r2PB1p1/4PpPp/2NBbP1P/4K3/8 b - - 7 61
0.0,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQ - 0 7
0.0,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 1 7
0.0,r1bq1rk1/ppp1n1b1/3p1n2/3Pp1pp/PPP1Pp2/2NN1P2/3BB1PP/R2Q1RK1 w - - 0 15
0.0,r1bq1bk1/p1p3r1/2Pp4/3Pp3/P3Pp2/R1NQn3/4BRP1/4B1K1 b - - 3 29
0.0,2b2k2/p1p5/2Pp4/3Pp3/P3P3/6R1/1r1b2B1/5K2 w - - 2 44
0.0,2b2k2/p1p5/2Pp4/3Pp3/P3P3/6R1/3b2BK/1r6 b - - 5 45
1.0,rnbqkb1r/1p3ppp/p2ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7
1.0,rnbqkb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R b KQkq - 0 7
1.0,r4rk1/2qbbppp/p2pp3/6P1/3NPP2/2N2Q2/PPP4P/2KR3R w - - 1 15
1.0,1rr2bk1/2qb2pp/p2ppPp1/8/3NP2P/2N2Q2/PPP5/2KR3R w - - 0 19
-1.0,rnbq1rk1/pp2ppbp/3p1np1/2p5/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7
-1.0,rnbq1rk1/pp2ppbp/3p1np1/2p5/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7
-1.0,1r1q1rk1/4pp1p/p2p1npb/n1pP1b2/2P5/2N1P1P1/PBQN1PBP/R4RK1 w - - 1 15
-1.0,q5k1/4ppbp/3p2p1/2pP4/4N3/P3P1P1/Qr3P1P/5RK1 w - - 1 24
-1.0,rnbqk2r/p3ppbp/2pp1np1/1p6/3PP3/2N1BP2/PPPQ2PP/R3KBNR w KQkq - 0 7
-1.0,rnbqk2r/p3ppbp/2pp1np1/1p6/3PP3/2NBBP2/PPPQ2PP/R3K1NR b KQkq - 1 7
-1.0,r2qk2r/4ppb1/1nppbnp1/p7/P2PP2p/2PBBP2/3QNNPP/R4RK1 w kq - 1 15
-1.0,r6r/3qpk2/2p2bp1/p2p2B1/P1nP3p/2PQ1P1N/6PP/RR4K1 w - - 5 24
0.0,rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 2 7
0.0,rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 7
0.0,r4rk1/ppp2ppp/2n2b2/3q1b2/3P4/P1P2N1P/4BPP1/R1BQ1RK1 w - - 0 15
0.0,4r1k1/p4ppp/1ppn4/6b1/3P2R1/P1P1PK1P/6P1/4R3 b - - 9 29
0.0,8/p4kpp/1p3p2/3p2b1/3R4/P1n4P/4rKP1/2R5 w - - 4 37
0.0,r1bqkb1r/pp3ppp/2n1pn2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 7
0.0,r1bqkb1r/pp3ppp/2n1pn2/3p2B1/2PP4/2N2N2/PP3PPP/R2QKB1R b KQkq - 1 7
0.0,r4rk1/p2bqpp1/2p1pn1p/2PpN3/3P4/2N5/PP3PPP/R2Q1RK1 w - - 2 15
0.0,r1b5/p4kp1/2P1np1p/8/R2P4/4N2P/PP3PP1/6K1 b - - 0 29
0.0,r7/2k3p1/p4p1p/R2P4/8/7P/P4PP1/6K1 w - - 2 41
1.0,rnbq1rk1/ppp1ppbp/5np1/8/2QP4/2N2N2/PP2PPPP/R1B1KB1R w KQ - 1 7
1.0,rnbq1rk1/ppp1ppbp/5np1/8/2QPP3/2N2N2/PP3PPP/R1B1KB1R b KQ - 0 7
1.0,r2q1rk1/ppp1p1bp/1n4p1/8/3nPp2/2NQ1B1P/PP3PP1/2BRK2R w K - 0 15
1.0,3r4/pppr2bp/8/3P1kp1/5p2/5P1P/PP1RK1P1/2BR4 b - - 0 29
1.0,8/pp2r3/2p5/5kp1/2R5/3K1P2/PP6/8 w - - 0 44
1.0,8/8/8/R5pk/5P2/p5K1/8/r7 b - - 0 58
1.0,8/8/R5Pk/8/8/8/p6K/r7 b - - 4 67
1.0,rnbqkb1r/p4ppp/3p1n2/1ppP4/8/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 7
1.0,rnbqkb1r/p4ppp/3p1n2/1ppP4/P7/6P1/1P2PPBP/RNBQK1NR b KQkq - 0 7
1.0,r2qr1k1/p2n1pbp/b2p1np1/2pP4/Pp2P3/1P4P1/1B1NNPBP/R2Q1RK1 w - - 3 15
1.0,4r1k1/pb1n1pbp/1q4p1/1NpP4/Pp3P2/1P2r1P1/R3N1BP/3Q1R1K w - - 7 23
-1.0,rnbqk2r/pp2bppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 2 7
-1.0,rnbqk2r/pp2bppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 b kq - 3 7
-1.0,r1b1r1k1/1pq1bppp/p2p1n2/8/P3Pp2/2NBB3/1PP3PP/R2Q1R1K w - - 0 15
-1.0,6k1/1pq2p2/p2p2r1/3P1R2/P4Q2/7P/1PP3P1/4rB1K b - - 2 29
-1.0,6k1/1p3p2/p2p2r1/3P4/r7/8/1P3RP1/5BK1 w - - 0 35
1.0,r3kbnr/pp1b1ppp/1qn1p3/2ppP3/3P4/2P2N2/PP2BPPP/RNBQK2R w KQkq - 5 7
1.0,r3kbnr/pp1b1ppp/1qn1p3/2PpP3/8/2P2N2/PP2BPPP/RNBQK2R b KQkq - 0 7
1.0,r3k2r/1pqbbppp/p3p1n1/3pP3/1Pn5/N1P2NB1/P3BPPP/R1Q1R1K1 w kq - 4 15
1.0,3r2k1/1p4pp/p1N1pr1q/P2b4/1Pp2P2/2P1R1P1/2B1Q1P1/3R2K1 b - - 0 29
1.0,5rk1/7p/p1p1prp1/PqQbR3/1PpR1P2/2P3P1/2B3PK/8 w - - 18 40
1.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w kq - 4 7
1.0,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq - 5 7
1.0,r1b1rbk1/ppqn1ppp/4p3/2P5/1P1pQ3/5NP1/P4PBP/R1BR2K1 w - - 1 15
1.0,1q2r2k/1p4pp/5P2/rP1B4/p2B4/6P1/P3Q2P/R3b1K1 b - - 0 29
