-1.0,5bk1/R4Bp1/2p1pn1p/7P/3P4/Br4P1/5P2/6K1 b - - 1 42
1.0,rn1qk2r/pb1p1ppp/1p2pn2/2p5/1bPP4/5NP1/PP1NPPBP/R1BQK2R w KQkq - 0 7
1.0,rn1qk2r/pb1p1ppp/1p2pn2/2p5/1bPP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq - 1 7
1.0,r3r1k1/p4ppp/np2pn2/3q4/1B1N4/P4PP1/1P2P1KP/R2Q1R2 w - - 1 15
1.0,2r3k1/p4pp1/1q2p2p/1p6/2n1PP2/P2R2P1/1P2Q1KP/3N4 b - - 0 29
1.0,1r6/R4pk1/4pN1p/p3P1p1/5PPn/8/7P/6K1 w - - 0 44
1.0,8/5pk1/4pNn1/4P2R/3K2P1/8/8/4r3 b - - 8 58
1.0,8/8/4p3/R4pk1/7r/5K2/8/8 w - - 0 73
1.0,R7/8/8/4ppk1/8/7r/5K2/8 w - - 0 75
-1.0,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N1P/PP3PP1/R1BQKB1R w KQ - 0 7
-1.0,rnbq1rk1/ppp2pbp/3p1np1/3Pp3/2P1P3/2N2N1P/PP3PP1/R1BQKB1R b KQ - 0 7
-1.0,r1bq1r2/1pp2pbk/3p2pp/p1nP4/2P1PpP1/2N2N1P/PPBQ1P2/R3K2R w KQ - 0 15
-1.0,2b1rr2/2pq2bk/1p1p2pp/2nP4/p1P1PPP1/P4Q2/2BNN1R1/5RK1 b - - 7 29
-1.0,2b2k2/2p5/1p6/3Pp3/p1P1Nb2/P4K2/8/5R2 w - - 2 44
-1.0,3k4/2p3R1/1p1P4/2P1pb2/p3Nb2/P4K2/8/8 b - - 0 48
1.0,rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq - 0 7
1.0,rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N2P2/1P2P1PP/R1BQKB1R b KQkq - 0 7
1.0,r3k2r/p4ppp/2p1b3/2PR2B1/Pbp5/5P2/1P2P1PP/2K2B1R w kq - 0 15
1.0,3r4/4k1p1/2p4p/p1P1P3/P1B2PP1/4B3/1PK5/4b3 b - - 0 29
1.0,3r4/8/2p3P1/p1P5/P4k2/1P1B4/2K5/8 b - - 0 38
0.0,rnbqkb1r/pp3p1p/3p1np1/2pP4/8/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 7
0.0,rnbqkb1r/pp3p1p/3p1np1/2pP4/8/2N3P1/PP2PPBP/R1BQK1NR b KQkq - 1 7
0.0,1nbqr1k1/r4pb1/p2p1npp/2pP4/Pp6/2N3PP/1P1NPPB1/R1BQ1RK1 w - - 0 15
0.0,1n3b2/4Rp1k/p2p1qpp/P1pP4/1pN2B1P/4Q1P1/1P3P2/6K1 b - - 0 29
0.0,4n3/3k4/p2p1bp1/P1pP4/1pN4P/1P1K1PB1/8/8 w - - 2 44
0.0,4k3/8/p4bPK/n1BP4/8/5P2/1N6/8 b - - 0 58
0.0,8/5k2/3K1P2/8/3B4/p7/8/8 b - - 0 71
-1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7
-1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2NBPN2/PP3PPP/R2QK2R b KQ - 1 7
-1.0,5rk1/pp2ppbp/n4np1/q3B3/2rP2P1/P1N2N2/1P3PP1/R2Q1RK1 w - - 0 15
-1.0,3r2k1/pp1P3p/n3p1p1/4N3/8/P7/1P3PP1/3R2K1 b - - 1 29
-1.0,8/RP5p/3kp1p1/P7/4r3/8/6P1/6K1 b - - 0 43
1.0,r1bq1rk1/pppnppbp/5np1/3pB3/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 3 7
1.0,r1bq1rk1/pppnppbp/5np1/3PB3/3P4/2N1P3/PP3PPP/R2QKBNR b KQ - 0 7
1.0,1rb2rk1/4ppbp/1qp3p1/p1n1P3/2B2P2/2N1PN2/PP2Q1PP/2KR3R w - - 0 15
1.0,r5k1/5pP1/2p3p1/q3P1n1/2rN1Q2/2N1P2R/PpR5/1K6 b - - 0 29
1.0,6Q1/4k1P1/2p1Ppp1/q7/2rN4/2N1P2n/PpR5/1K6 b - - 0 34
0.0,rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 5 7
0.0,rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 6 7
0.0,r2q1rk1/3nbppp/b1p2n2/pp1p4/3P1B2/2NQ1NP1/PP2PPBP/2R1R1K1 w - - 2 15
0.0,3r1rk1/5p1p/2p1nqpQ/pb6/1p1pBP2/6P1/PP1RPB1P/4R1K1 b - - 3 29
0.0,3r2k1/8/6p1/p1p5/1p1pn3/1P5p/P1R1P2P/4B1K1 w - - 0 44
0.0,4r3/8/2k3p1/p1p5/3p4/1P1K3p/7P/R7 w - - 9 54
0.0,rn1qk2r/pb1pppbp/1p3np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 7
0.0,rn1qk2r/pb1pppbp/1p3np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQR1K1 b kq - 3 7
0.0,r4rk1/p2q1p1p/1pbp1npb/2p1p3/2PnP3/2NP1NPP/PP1Q1PBK/R3R3 w - - 0 15
0.0,4nrk1/p4p1p/1p3RpQ/2p1p3/2P3NP/3q2P1/PP5K/8 b - - 0 29
0.0,3Qn1k1/p4p2/1p4p1/2p5/6P1/8/PP2q1NK/8 w - - 3 44
0.0,2N5/5k2/1p4p1/2p1K3/8/1P6/n7/8 b - - 1 58
0.0,6k1/5n2/8/6p1/6K1/8/8/8 w - - 2 73
1.0,rnbq1rk1/pp3ppp/4pn2/2pp4/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQ - 0 7
1.0,rnbq1rk1/pp3ppp/4pn2/2pp4/1bPP4/2NBPN2/PP3PPP/R1BQ1RK1 b - - 1 7
1.0,r1b2rk1/p1q1nppp/1p2p3/1P6/2B1n3/BQP1PN2/5PPP/R4RK1 w - - 2 15
1.0,r5k1/5r1p/2N1Qpp1/1Pp5/2P5/8/5PPP/5K2 b - - 0 29
1.0,6k1/3r1r1p/4Q1p1/1PK1Np2/2P5/8/5PPP/8 b - - 2 35
1.0,rnbq1rk1/ppp2ppp/4pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 0 7
1.0,rnbq1rk1/ppp2ppp/4pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7
1.0,r1b3k1/pp3ppp/q1n1pn2/1R1r2B1/P1pP4/5NP1/4PPBP/3Q1RK1 w - - 7 15
1.0,5n2/p1Rb2kp/3N1p2/1p1P4/r2P3P/6P1/5PB1/6K1 b - - 1 29
1.0,8/7p/7k/1p3P2/4N3/p4K2/5P2/8 w - - 0 44
1.0,8/5P2/8/1p6/8/6K1/p7/k7 b - - 0 58
-1.0,rn1qk2r/pbp1bppp/1p2pn2/3p4/2PP4/3BPN2/PP1N1PPP/R1BQK2R w KQkq - 0 7
-1.0,rn1qk2r/pbp1bppp/1p2pn2/3P4/3P4/3BPN2/PP1N1PPP/R1BQK2R b KQkq - 0 7
-1.0,r4rk1/pbq3pp/1p2p3/2bnNp2/8/3BP2Q/PP3PPP/R1B2RK1 w - - 0 15
-1.0,r5k1/p5p1/1p2p3/5p2/4b3/4b2P/PP4P1/R3R2K b - - 1 29
-1.0,2r3k1/p5p1/1p2p3/8/4bp2/4b2P/PP4PK/R3R3 w - - 2 31
0.0,r1bqkb1r/pp1n1ppp/2p1pn2/8/2pP1P2/2NBP3/PP4PP/R1BQK1NR w KQkq - 0 7
0.0,r1bqkb1r/pp1n1ppp/2p1pn2/8/2BP1P2/2N1P3/PP4PP/R1BQK1NR b KQkq - 0 7
0.0,2rq1rk1/pp2bppp/1nb1pn2/4N3/3P1P2/2NB1R2/PP4PP/R1BQ3K w - - 11 15
0.0,2r2r2/pp1k3B/4p3/3b4/8/4QR2/Pq4PP/5RK1 b - - 1 29
0.0,4kr2/1p6/2r1p1q1/8/8/4QP2/P6P/3R3K w - - 5 38
0.0,r1bqk2r/pppnbppp/4p3/3p2B1/2PPn3/2N1PN2/PP3PPP/R2QKB1R w KQkq - 3 7
0.0,r1bqk2r/pppnbppp/4p3/3p2B1/2PPn2P/2N1PN2/PP3PP1/R2QKB1R b KQkq - 0 7
0.0,1rbq3r/ppNn1kpp/4p3/3p1p2/3P4/3BPP2/PPQ2P2/R3K2R w KQ - 4 15
0.0,1Q6/pp4p1/5k2/8/2b1p3/4K3/Pq1R1P2/4r3 w - - 4 29
1.0,rnbq1rk1/pp2ppbp/5np1/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7
1.0,rnbq1rk1/pp2ppbp/5np1/2ppB3/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 1 7
1.0,r4rk1/p2nppbp/1p4p1/2p1P3/N5b1/4PN2/PP2BPPP/R2R2K1 w - - 0 15
1.0,R4b2/2r2pkp/4p1p1/8/1ppN1P2/4P2P/PP2KP2/8 b - - 5 29
1.0,6k1/2R4p/4p1p1/6N1/1b3P2/rp1KP3/5P2/8 w - - 6 44
1.0,8/6R1/4p1pp/5kN1/5P2/1r2PP2/1p6/1K6 b - - 0 52
-1.0,rnbqk2r/pp2b1pp/3ppn2/2p5/2P5/6P1/PP2PPBP/RNBQK1NR w KQkq - 1 7
-1.0,rnbqk2r/pp2b1pp/3ppn2/2p5/2P5/2N3P1/PP2PPBP/R1BQK1NR b KQkq - 2 7
-1.0,1r1q1rk1/3bb1pp/3ppn2/1pp3N1/3n1P2/1PN3P1/PB2P1BP/R2Q1RK1 w - - 0 15
-1.0,2r3k1/6p1/4pq1p/2p2n2/3R1P2/6P1/B4Q1P/5RK1 b - - 0 29
-1.0,2r3k1/6p1/4pq1p/2p2P2/3n4/6P1/B4Q1P/5RK1 b - - 0 30
0.0,r2qkbnr/ppp2ppp/2n1b3/4P3/2P5/P3pN2/1P3PPP/RNBQKB1R w KQkq - 0 7
0.0,r2Qkbnr/ppp2ppp/2n1b3/4P3/2P5/P3pN2/1P3PPP/RNB1KB1R b KQkq - 0 7
0.0,4k2r/Npprbppp/4b3/2P1n3/8/P3BP2/1P2BP1P/R3K2R w KQk - 3 15
0.0,r7/2p2ppp/P1P5/2k5/5B2/N1b5/5P1P/5K2 b - - 0 29
0.0,8/2p3pp/2k2p2/8/5K2/4N3/3b1P1P/8 w - - 1 35
1.0,rn1qkb1r/pp3ppp/2p2n2/3p1b2/3P4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 7
1.0,rn1qkb1r/pp3ppp/2p2n2/3p1b2/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq - 1 7
1.0,rn1qr3/pp3pk1/2pb1np1/3p1Pp1/3P4/2N1P2Q/PP4PP/R1B2RK1 w - - 1 15
1.0,8/pp3p1k/2pB1n2/3p1p2/3P4/5q1r/PP4RP/4R2K b - - 2 29
1.0,8/pp3p1k/2p4r/3p1p2/1B1Pn3/5q2/PP4RP/4R2K w - - 5 31
-1.0,rnbq1bnr/ppp1k1pp/8/4p2Q/1PPp4/4P3/P2P1PPP/RNB1KB1R w KQ - 2 7
-1.0,rnbq1bnr/ppp1k1pp/8/4Q3/1PPp4/4P3/P2P1PPP/RNB1KB1R b KQ - 0 7
-1.0,3q1b1r/1pp1nkpp/4bn2/2P5/1P1P1Q2/8/1B1PBPPP/rN2K2R w K - 0 15
-1.0,4r1k1/1p2qbpp/2p2b2/2P5/3P1P2/2PQ4/1B4PP/R5K1 b - - 2 29
-1.0,6k1/1p4pp/2p5/2Pb4/3P1PPb/B1P4Q/4q2P/4rRK1 w - - 1 38
-1.0,r1bq1rk1/pppn1ppp/4pn2/3p4/1bPP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 6 7
-1.0,r1bq1rk1/pppn1ppp/4pn2/3P4/1b1P4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 0 7
-1.0,r1bqr1k1/pp2b1pp/2p1np2/3p4/3PnB2/P2N2P1/1PQ1PPBP/R2N1RK1 w - - 2 15
-1.0,r5k1/pp4pp/2p4r/3P4/3P1b1q/P6Q/1P3PB1/3NRR1K b - - 0 29
-1.0,7k/p4r1p/7p/1P6/4q3/4N3/4BP2/5RK1 w - - 12 43
-1.0,r1bqk2r/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 7
-1.0,r1bqk2r/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/R3KB1R b KQkq - 2 7
-1.0,r1bqr1k1/pp4pp/1npbpp2/8/2BP1P1P/2N2NP1/PPQ2P2/3RK2R w K - 1 15
-1.0,r2qr3/pp4k1/3b2bR/3p1p2/3P1PP1/3B4/PP5Q/3R1K2 b - - 0 29
-1.0,4r3/pp2q2k/6bP/3Q1p2/1b1P1P2/8/PP2B3/4RK2 w - - 1 36
1.0,rnbqkbnr/pp2pppp/8/8/8/2N5/PB1P1PPP/R2QKBNR w KQkq - 1 7
1.0,rnbqkbnr/pp2pppp/8/8/8/2N2N2/PB1P1PPP/R2QKB1R b KQkq - 2 7
1.0,r1bq1rk1/pp3ppp/2n5/3pN1b1/3P4/3BR3/PB3PPP/R2Q2K1 w - - 2 15
1.0,r3R1k1/p4p1p/b4Qp1/2BN4/2qP4/6P1/P4PP1/6K1 b - - 0 29
1.0,4rBk1/p4p1p/b4Qp1/3N4/2qP4/6P1/P4PP1/6K1 b - - 1 30
1.0,r2qkb1r/pp1bpppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq - 2 7
1.0,r2qkb1r/pp1bpppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 3 7
1.0,r2q2kr/pp1b1p1p/3p2p1/1B6/3Q4/8/PPP2PPP/R4RK1 w - - 1 15
1.0,r4r2/pp2Q2p/2k3p1/4R3/q4P2/8/PPP3PP/6K1 w - - 3 29
1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2N1P3/PP3PPP/2RQKBNR w K - 2 7
1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2N1PN2/PP3PPP/2RQKB1R b K - 3 7
1.0,r2q1r2/pp2ppkp/2p3p1/5b2/3Pn3/1BP1PN2/P4PPP/2RQ1RK1 w - - 0 15
1.0,2br1rn1/p4pkp/1q2p1p1/1p1P2P1/2pNPP1Q/2P4P/P1B5/2R2RK1 b - - 3 29
1.0,4rrnk/2q2p2/p7/1p1pPBPp/2p4Q/2P2N1P/P7/6RK b - - 1 41
-1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2N1P3/PP3PPP/2RQKBNR w K - 2 7
-1.0,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP1B2/2N1PN2/PP3PPP/2RQKB1R b K - 3 7
-1.0,r2q1r2/pp2ppkp/2p3p1/5b2/3Pn3/1BP1PN2/P4PPP/2RQ1RK1 w - - 0 15
-1.0,2br1rn1/p4pkp/1q2p1p1/1p1P2P1/2pNPP1Q/2P4P/P1B5/2R2RK1 b - - 3 29
-1.0,4rrnk/2q2p2/p7/1p1pPBPp/2p4Q/2P2N1P/P7/6RK b - - 1 41
-1.0,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 2 7
-1.0,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7
-1.0,Q4rk1/p1q1ppbp/6p1/5b2/8/4BP2/PPP3PP/2KR1B1R w - - 1 15
-1.0,5k2/p4p2/4pb2/5p1p/5P2/1P5R/P1P2qPP/1K1R4 w - - 2 24
0.0,r2qkb1r/pp3ppp/2n1p2n/2ppP3/5Pb1/2P2N2/PP1PB1PP/RNBQK2R w KQkq - 1 7
0.0,r2qkb1r/pp3ppp/2n1p2n/2ppP3/5Pb1/2PP1N2/PP2B1PP/RNBQK2R b KQkq - 0 7
0.0,2kr3r/pp1qb1p1/2n1pp2/2p1Pn1p/2PpNP2/3P4/PPN1Q1PP/R1B2RK1 w - - 0 15
0.0,1kr5/pp1q2p1/3b1N2/4p2p/3pQ3/3P4/P2B2PP/1R4K1 b - - 0 29
0.0,1kr5/pp6/3b4/4p3/3p3B/3P1Q2/P1q3PP/1R4K1 w - - 1 36
1.0,rnbq1rk1/ppp2ppp/5n2/3p4/1bPP4/2NB4/PP3PPP/R1BQK1NR w KQ - 5 7
1.0,rnbq1rk1/ppp2ppp/5n2/3p4/1bPP4/2NB4/PP2NPPP/R1BQK2R b KQ - 6 7
1.0,2rq1rk1/pp3ppp/2n2n2/8/3P1B2/P2b4/4NPPP/R2Q1RK1 w - - 0 15
1.0,3r3k/pp3p1p/2n4q/8/3P4/P2QP1N1/6K1/7R b - - 0 29
1.0,3Q3k/pp3prp/8/8/3P4/P3P1Nq/5K2/8 b - - 3 37
0.0,rn1qkb1r/3ppp1p/b4np1/2pP4/8/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 7
0.0,rn1qkb1r/3ppp1p/b4np1/2pP4/8/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 7
0.0,rr2n1k1/3nppbp/1q1p2p1/1NpP4/P3P3/5NP1/1P3PKP/R1BQR3 w - - 3 15
0.0,4r1k1/1r2ppbp/q2p1np1/P1pP4/R1N1PP2/2B3P1/1P1Q2KP/4R3 b - - 10 29
1.0,r1b1kb1r/pp3ppp/2n1pn2/2pq4/3P4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 2 7
1.0,r1b1kb1r/pp3ppp/2n1pn2/2pq4/3P4/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 3 7
1.0,r1b2rk1/4bppp/pqn1p3/1p6/3Pn3/P2Q1N2/1PB2PPP/R1B1R1K1 w - - 0 15
1.0,r2r2k1/4bp2/p3p1p1/1p2N3/3PR3/P7/1P3PP1/2R3K1 b - - 0 29
1.0,4k3/8/p4pN1/1p1p2b1/1P4R1/5K2/r4PP1/8 w - - 0 44
1.0,8/8/4k3/pp6/8/2bK4/5PP1/8 w - - 0 53
-1.0,rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7
-1.0,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R b KQkq - 1 7
-1.0,r2qnrk1/3nbppp/3pb3/p3p1P1/1p2PP2/1N2B3/PPPQN2P/2KR1B1R w - - 0 15
-1.0,r5k1/r5pp/3q4/3Pp3/1p2R3/1Q6/PP5P/1KR5 b - - 0 29
-1.0,1r5k/6pp/2RP4/4p3/3q4/2K5/1PQ4P/8 w - - 1 39
1.0,r1bqkb1r/p2n1ppp/2pp1n2/1p2p3/3PP3/2N1BP2/PPPQ2PP/R3KBNR w KQkq - 0 7
1.0,r1bqkb1r/p2n1ppp/2pp1n2/1p2p3/3PP1P1/2N1BP2/PPPQ3P/R3KBNR b KQkq - 0 7
1.0,r3kb1r/p4pp1/2p1bn1p/q2n4/1p1P1BP1/8/PPPQ3P/1KNR1BNR w kq - 3 15
1.0,4r1k1/5pp1/2p4p/2qbr3/1p2BQP1/pP5P/P1P5/1K1RR3 w - - 6 29
-1.0,r1bqk2r/1pp2ppp/p1np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 0 7
-1.0,r1bqk2r/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 b kq - 1 7
-1.0,3rnrk1/bpp1qppp/p1n1b3/4p3/4P3/2P2N1P/PPB1QPP1/R1B1RNK1 w - - 5 15
-1.0,3r1rk1/1pn2qpp/2p2pn1/2P1pN2/1P2P3/3B1NPb/4QP1K/1R2R3 b - - 1 29
-1.0,5rk1/1p3qpp/2p2p2/2P1pB2/1PQ5/4n1P1/5PK1/1R2R3 w - - 1 38
-1.0,rnb1kbnr/1pqp1ppp/p3p3/8/4P3/1N1B4/PPP2PPP/RNBQK2R w KQkq - 4 7
-1.0,rnb1kbnr/1pqp1ppp/p3p3/8/4P3/1N1B4/PPP2PPP/RNBQ1RK1 b kq - 5 7
-1.0,r4rk1/1bq1bppp/p1nppn2/8/2p1PP2/1N1BB3/PP1NQ1PP/R4RK1 w - - 0 15
-1.0,1r1r2k1/4bpp1/pN3n2/4p2p/P1N1b3/6R1/1P3BPP/R5K1 b - - 1 29
-1.0,1r4k1/4b1p1/p7/4Np2/P1N1b1p1/8/1Pr2BPP/4R1K1 w - - 2 34
1.0,r1bqk2r/ppp2ppp/1bnp1n2/4p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 2 7
1.0,r1bqk2r/ppp2ppp/1bnp1n2/4p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b kq - 3 7
1.0,r4rk1/pp3pp1/1bp1bqnp/3pp3/4P3/1BPP1NNP/PP3PP1/R2QR1K1 w - - 0 15
1.0,3r4/1pb2rk1/p3R1pp/3P1p2/1q6/1P1Q2NP/1P3PP1/2R3K1 b - - 2 29
1.0,4r3/4q2k/p1Rb2p1/1p1P3p/3Q4/5p1P/1P3PP1/5NK1 w - - 0 44
1.0,8/3k4/1N1b2p1/3r3p/8/5RPP/1P3P2/6K1 b - - 1 58
1.0,r1bq1rk1/ppp2ppp/2n2n2/2bpp3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 0 7
1.0,r1bq1rk1/ppp2ppp/2n2n2/2bPp3/2B5/2PP1N2/PP3PPP/RNBQ1RK1 b - - 0 7
1.0,r4rk1/pppqb1pp/1nn2pb1/1B2p3/7N/2PP2NP/PP3PP1/R1BQR1K1 w - - 7 15
1.0,r2r2k1/6p1/p4p2/1pp1pq2/2n5/1PP4P/P3QPP1/2BRR1K1 b - - 0 29
1.0,6k1/8/4q1p1/p3R2Q/2r1p3/p1P4P/P4PP1/6K1 w - - 0 44
1.0,3Q2k1/5q2/6p1/p3R3/2r1p3/p1P4P/P4PP1/6K1 b - - 3 45
-1.0,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 1 7
-1.0,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b - - 2 7
-1.0,r1bqr1k1/bpp2pp1/p6p/3PN3/6n1/1QPP2N1/PP3PPP/R1B1R1K1 w - - 1 15
-1.0,r3r1k1/1pp2pp1/p6p/3P1b2/2Pb1Bn1/1Q3NN1/PP3PPq/R3RK2 b - - 1 19
1.0,r1bqk2r/pp1pppbp/2n2np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 4 7
1.0,r1bqk2r/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 5 7
1.0,r2q1rk1/p4pbp/3Qb1p1/1p2p2n/4P3/1BN1BP2/PPP3P1/R3K2R w KQ - 1 15
1.0,5b2/5k2/p1r1n1p1/3Np2p/1P2Pp2/3K1P2/1PP2BP1/R7 b - - 1 29
1.0,3k4/4R3/1N5b/2B1p3/1P2P3/3K1P2/1P4p1/2r5 w - - 5 44
1.0,8/3k4/8/2B1p1b1/1P2P3/1P3P2/5Kp1/8 b - - 2 50
1.0,r1bqkb1r/pp3ppp/2p2n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 7
1.0,r1bqkb1r/pp3ppp/2P2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R b KQkq - 0 7
1.0,r1bqr1k1/p4ppp/3b4/n1p1p3/8/1PNP1N2/P2P1PPP/R1BQR1K1 w - - 0 15
1.0,5bk1/1b3ppp/8/1r2N3/1p2NP2/1P1P4/3P2PP/2R2K2 b - - 0 29
1.0,5bk1/2R5/r7/4Npp1/1p1P4/1P2K3/3P2PP/8 w - - 0 44
1.0,3r1bk1/3P4/2R5/4N3/1p6/1P1K2p1/3P2P1/8 b - - 2 54
0.0,r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7
0.0,r1bqkb1r/pp3ppp/2np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 7
0.0,1rbq1rk1/5ppp/2np4/pp1Np1b1/4P3/P1P5/1PN1BPPP/R2QK2R w KQ - 1 15
0.0,6k1/4nppp/2b5/4p3/2N1P3/5B2/5PPP/1r1R2K1 b - - 2 29
0.0,6k1/4nppp/8/4N3/4b3/8/5PPP/3B2K1 b - - 0 31
-1.0,r2qkb1r/pppb1p1p/2np1np1/1B2p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 0 7
-1.0,r2qkb1r/pppb1p1p/2np1np1/1B2p3/4P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b kq - 1 7
-1.0,r3qr1k/pppbn1bp/2np4/4pp2/3P4/2P2NN1/PPB2PPP/R1BQR1K1 w - - 1 15
-1.0,6rk/pppP3p/6r1/5n1q/5P2/2PQ4/PPB2P1P/R3RK2 w - - 3 27
0.0,rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7
0.0,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R b KQkq - 1 7
0.0,r2qkb1r/5ppp/pn1p4/1p1P2P1/5p2/1N3P2/PPPQ3P/R3KB1R w KQkq - 0 15
0.0,4k2r/3qbppp/3N4/2rQ4/5p2/5P2/PPP4P/2KRR3 b k - 0 23
1.0,r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7
1.0,r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPPQ1PPP/R3KB1R b KQkq - 1 7
1.0,r1br2k1/2qpbppp/p3p3/1p4P1/3BPn2/5PN1/PPPQ3P/2KR1B1R w - - 1 15
1.0,2r4k/1b5p/p3p1q1/1p1pPpP1/7Q/5P2/PPP5/2K2BR1 b - - 4 29
1.0,8/1b4qk/p3p1r1/1pQ2p2/8/1P1B4/P1P5/1K2R3 w - - 6 44
1.0,3Q2k1/1b4q1/p3p3/5p2/8/1P1B4/2P5/1K2R1r1 b - - 8 51
-1.0,r1bqk2r/pp1pppbp/2n2np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 5 7
-1.0,r1bqk2r/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 6 7
-1.0,r4rk1/pp2ppbp/2bp1np1/q7/4PP2/1BN1B2P/PPP1Q1P1/R4RK1 w - - 2 15
-1.0,4r2k/1prnp1b1/p1bp4/5p1Q/7B/2N4P/PPP3P1/3R2K1 b - - 1 25
1.0,r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/2P2N2/PP2BPPP/RNBQK2R w KQkq - 0 7
1.0,r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/2P2N2/PP2BPPP/RNBQ1RK1 b kq - 1 7
1.0,1qkr3r/1p1bbnpp/p1n1p3/1NppP3/PP3B2/2P2N2/4BPPP/R2QR1K1 w - - 1 15
1.0,3q3r/1R5p/3k2p1/2pppr2/7Q/2P5/5PPP/1R4K1 b - - 3 29
